,host_response_time,host_acceptance_rate,host_identity_verified,property_type,host_location,host_is_superhost,instant_bookable,host_has_profile_pic,bathrooms_text,host_verifications,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value,beds,number_of_reviews,availability_365,price,minimum_nights,maximum_nights
150,DESCONOCIDO,0%,f,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 shared bath,"['email', 'phone']",4.76,5.0,4.73,4.68,1.0,47,217,129,3,1125
151,within a few hours,91%,t,Private room in boat,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1.5 baths,"['email', 'phone']",4.84,4.76,4.61,4.51,1.0,147,252,141,3,30
152,within an hour,100%,t,Private room in guest suite,"Amsterdam, Netherlands",DESCONOCIDO,t,t,1 private bath,"['email', 'phone']",4.92,4.95,4.64,4.79,1.0,518,205,153,2,80
153,within a few hours,90%,t,Entire chalet,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.74,4.91,4.43,4.53,3.0,54,120,110,3,1125
154,DESCONOCIDO,33%,t,Entire home,"Amsterdam, Netherlands",f,f,t,3.5 baths,"['email', 'phone']",4.78,5.0,4.78,4.72,5.0,18,0,240,6,28
155,within a few hours,68%,t,Entire rental unit,"Amsterdam, Netherlands",t,f,t,2 baths,"['email', 'phone', 'work_email']",4.91,4.92,4.77,4.77,2.0,48,231,445,3,1125
156,within an hour,75%,t,Entire rental unit,"Amsterdam, Netherlands",f,t,t,1 bath,"['email', 'phone']",4.79,4.85,4.69,4.38,1.0,33,0,144,5,1125
157,within an hour,88%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 bath,"['email', 'phone']",4.64,4.85,4.45,4.62,1.0,621,10,92,2,90
158,within a day,88%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 private bath,"['email', 'phone', 'work_email']",4.7,4.83,4.95,4.45,2.0,41,0,136,3,1125
159,within an hour,99%,t,Room in bed and breakfast,"Amsterdam, Netherlands",t,t,t,1 private bath,"['email', 'phone', 'work_email']",4.9,4.95,4.93,4.79,1.0,831,122,143,1,1125
160,within an hour,99%,t,Private room in houseboat,"Amsterdam, Netherlands",DESCONOCIDO,t,t,1 private bath,"['email', 'phone']",4.72,4.84,4.77,4.57,1.0,300,154,195,3,90
161,within a day,50%,t,Houseboat,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.69,4.94,4.97,4.77,1.0,35,293,375,3,1125
162,within an hour,99%,t,Room in bed and breakfast,"Amsterdam, Netherlands",t,t,t,1 private bath,"['email', 'phone', 'work_email']",4.93,4.96,4.96,4.78,1.0,733,124,143,1,1125
163,within an hour,100%,t,Entire condo,"Amsterdam, Netherlands",t,f,t,1.5 baths,"['email', 'phone', 'work_email']",4.86,4.91,4.71,4.72,1.0,91,3,225,3,1125
164,within an hour,100%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,t,t,1 shared bath,"['email', 'phone']",4.76,4.5,4.41,4.29,1.0,369,301,79,2,60
165,within a few hours,86%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.83,4.94,4.97,4.89,1.0,36,0,275,4,1125
166,DESCONOCIDO,DESCONOCIDO,t,Private room in bed and breakfast,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 bath,"['email', 'phone']",4.22,4.65,4.75,4.23,3.0,117,46,160,3,1125
167,DESCONOCIDO,50%,t,Entire townhouse,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",5.0,5.0,4.78,5.0,3.0,9,141,289,6,20
168,within an hour,100%,t,Private room in houseboat,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 private bath,"['email', 'phone']",4.8,4.91,4.84,4.71,1.0,715,221,130,2,60
169,within a few hours,83%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone', 'work_email']",4.57,4.93,4.91,4.74,2.0,69,21,210,5,30
170,within a few hours,86%,t,Entire home,"Amsterdam, Netherlands",f,f,t,2.5 baths,"['email', 'phone']",4.84,4.98,4.97,4.82,4.0,62,1,449,3,30
171,DESCONOCIDO,50%,t,Entire townhouse,"Amsterdam, Netherlands",f,f,t,3 baths,"['email', 'phone', 'work_email']",4.26,4.92,4.82,4.79,6.0,40,3,275,28,33
172,DESCONOCIDO,DESCONOCIDO,f,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.75,5.0,4.75,4.75,2.0,16,0,295,4,1125
173,within a few hours,0%,t,Entire loft,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone', 'work_email']",4.23,4.6,4.61,4.25,1.0,63,267,87,30,180
174,within an hour,98%,t,Entire loft,"Amsterdam, Netherlands",t,f,t,1 bath,"['email', 'phone']",4.98,4.95,4.79,4.75,2.0,171,121,125,2,365
175,within a few hours,56%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.89,5.0,4.89,4.82,1.0,31,282,146,5,120
176,within a day,28%,t,Entire loft,"Amsterdam, Netherlands",f,f,t,2.5 baths,"['email', 'phone', 'work_email']",4.92,4.96,4.88,4.67,3.0,51,222,950,3,3
177,DESCONOCIDO,20%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone', 'work_email']",4.96,5.0,4.96,4.85,2.0,55,0,143,4,4
178,DESCONOCIDO,DESCONOCIDO,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.92,5.0,4.96,4.75,1.0,56,59,614,3,24
179,within a day,54%,t,Entire loft,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.59,4.9,4.84,4.47,4.0,41,336,970,3,30
180,within an hour,100%,t,Entire rental unit,"Amsterdam, Netherlands",t,f,t,1 bath,"['email', 'phone']",4.85,4.9,4.62,4.68,1.0,380,187,149,2,365
181,within a few hours,61%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.89,5.0,4.73,4.73,1.0,86,8,169,3,14
182,within an hour,99%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 private bath,"['email', 'phone', 'work_email']",4.58,4.92,4.71,4.52,1.0,600,19,95,1,14
183,within a few hours,100%,t,Private room in guesthouse,"Amsterdam, Netherlands",t,f,t,1.5 baths,"['email', 'phone']",4.92,4.99,4.94,4.71,2.0,86,35,280,3,60
184,within an hour,99%,t,Private room in home,"Amsterdam, Netherlands",DESCONOCIDO,t,t,1.5 shared baths,"['email', 'phone']",4.87,4.93,4.49,4.63,2.0,355,292,84,4,25
185,DESCONOCIDO,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone', 'work_email']",4.89,4.94,4.8,4.76,1.0,295,55,175,2,4
186,within a day,67%,t,Entire loft,"Amsterdam, Netherlands",f,f,t,3 baths,"['email', 'phone']",4.68,4.84,4.4,4.56,1.8,27,134,200,4,20
187,within a few hours,95%,t,Private room in boat,"Amsterdam, Netherlands",f,f,t,2 baths,"['email', 'phone']",4.83,4.89,4.33,4.63,16.0,144,41,636,2,1125
188,within a few hours,40%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.53,4.86,4.62,4.55,1.0,88,47,120,14,60
189,DESCONOCIDO,50%,t,Entire loft,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.23,4.55,4.75,4.44,4.0,80,0,195,3,14
190,within a few hours,79%,t,Entire home,"Naarden, Netherlands",t,f,t,1 bath,"['email', 'phone', 'work_email']",4.96,4.98,4.91,4.82,3.0,133,206,316,7,1125
191,within an hour,100%,t,Private room in loft,"Amsterdam, Netherlands",DESCONOCIDO,t,t,1.5 shared baths,"['email', 'phone']",4.44,4.69,4.9,4.42,2.0,534,253,189,2,1125
192,within an hour,99%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1.5 shared baths,"['email', 'phone']",4.6,4.71,4.69,4.27,1.0,532,30,103,1,4
193,within an hour,100%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1.5 baths,"['email', 'phone']",4.86,4.89,4.74,4.69,1.0,411,218,110,3,34
194,DESCONOCIDO,0%,t,Entire rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 bath,"['email', 'phone']",5.0,4.9,4.55,4.64,2.0,11,0,95,1,4
195,within an hour,97%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 private bath,"['email', 'phone']",4.83,4.92,4.47,4.82,1.0,253,204,85,2,365
196,within an hour,86%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.42,4.98,4.75,4.7,1.0,88,67,160,4,4
197,within an hour,100%,t,Private room in rental unit,"Amsterdam, Netherlands",t,f,t,1.5 shared baths,"['email', 'phone']",4.83,4.96,4.89,4.71,1.0,748,1,80,2,30
198,within a day,36%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone', 'work_email']",4.81,4.7,4.57,4.76,4.0,21,92,211,7,21
199,within an hour,100%,t,Private room in townhouse,"Amsterdam, Netherlands",DESCONOCIDO,t,t,1 shared bath,"['email', 'phone']",4.38,4.72,4.92,4.43,2.0,441,263,195,2,1125
200,within an hour,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.79,4.9,4.72,4.71,1.0,59,0,149,5,365
201,within an hour,97%,t,Entire guesthouse,"Amsterdam, Netherlands",t,f,t,1 bath,"['email', 'phone']",4.93,4.96,4.87,4.71,1.0,409,12,164,3,31
202,within a day,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.88,4.88,4.38,4.5,1.0,8,0,150,3,1125
203,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1.5 baths,"['email', 'phone']",4.79,4.95,4.63,4.79,4.0,85,0,240,5,40
204,within a day,46%,t,Entire home,"Amsterdam, Netherlands",f,f,t,2 baths,"['email', 'phone']",4.69,4.65,4.61,4.69,2.0,54,5,140,3,30
205,within an hour,83%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.61,4.99,4.49,4.57,2.0,94,0,200,3,30
206,within a few hours,93%,t,Private room in rental unit,"Amsterdam, Netherlands",t,f,t,1 private bath,"['email', 'phone', 'work_email']",4.89,4.95,4.92,4.69,1.0,227,14,211,3,10
207,within a day,46%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1.5 baths,"['email', 'phone', 'work_email']",4.68,4.77,4.83,4.25,1.0,72,169,89,30,120
208,within a day,70%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.62,4.93,4.88,4.68,1.0,71,3,171,4,30
209,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone', 'work_email']",4.92,4.88,4.96,4.64,1.0,25,0,102,2,1125
210,within a few hours,85%,t,Private room in condo,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1.5 shared baths,"['email', 'phone']",4.72,4.87,4.59,4.59,2.0,322,66,75,3,60
211,within an hour,100%,f,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,t,t,1.5 shared baths,"['email', 'phone']",4.58,4.79,4.74,4.58,1.0,464,66,103,2,1125
212,within an hour,100%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,t,t,1 shared bath,"['email', 'phone']",4.48,4.93,4.58,4.71,4.0,556,230,55,1,1125
213,within an hour,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.62,4.82,4.64,4.6,1.0,161,7,120,2,1125
214,DESCONOCIDO,DESCONOCIDO,f,Entire rental unit,"Amsterdam, Netherlands",f,t,t,1.5 baths,"['email', 'phone']",3.82,4.66,4.06,4.01,1.0,76,0,75,3,365
215,within a few hours,80%,t,Entire rental unit,"Amsterdam, Netherlands",t,f,t,1 bath,"['email', 'phone']",4.42,4.84,4.88,4.6,1.0,90,7,178,2,2
216,within an hour,80%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.97,4.92,4.52,4.71,2.0,62,149,120,6,14
217,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.73,4.92,4.8,4.63,1.0,49,0,285,3,30
218,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,3 baths,"['email', 'phone']",4.47,5.0,4.76,4.53,2.0,17,0,180,3,10
219,within an hour,97%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 shared bath,"['email', 'phone']",4.82,4.91,4.33,4.77,1.0,156,154,80,2,7
220,within a day,83%,t,Private room in condo,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 shared bath,"['email', 'phone', 'work_email']",4.47,4.87,4.73,4.58,2.0,207,147,79,2,180
221,within an hour,82%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.7,4.94,4.9,4.58,2.0,104,2,180,4,5
222,within an hour,100%,t,Entire loft,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.69,4.97,4.94,4.76,4.0,135,0,400,3,1125
223,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.57,4.91,4.68,4.79,1.0,56,7,145,5,21
224,within a few hours,80%,t,Entire home,"Amsterdam, Netherlands",f,f,t,3.5 baths,"['email', 'phone', 'work_email']",4.82,4.95,5.0,4.59,4.0,22,109,650,3,20
225,within a few hours,60%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone', 'work_email']",4.15,4.88,4.9,4.54,1.0,110,167,200,2,8
226,within an hour,100%,t,Private room in houseboat,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 private bath,"['email', 'phone']",4.92,4.95,4.88,4.73,1.0,425,178,200,2,1125
227,within an hour,99%,t,Private room in bed and breakfast,"Amsterdam, Netherlands",DESCONOCIDO,t,t,1 private bath,['phone'],4.56,4.74,4.82,4.52,1.0,135,57,153,3,14
228,within an hour,35%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.47,4.93,4.67,4.47,4.0,15,135,295,4,1125
229,within an hour,100%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 shared bath,"['email', 'phone']",4.79,4.87,4.74,4.66,1.0,414,173,95,3,90
230,within a few hours,71%,t,Entire home,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.6,5.0,4.8,4.7,3.0,10,23,250,5,1125
231,DESCONOCIDO,25%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.82,5.0,4.91,4.93,1.0,44,0,120,6,7
232,DESCONOCIDO,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.83,5.0,4.92,4.83,2.0,12,21,168,5,30
233,within an hour,70%,t,Entire home,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.63,4.88,5.0,5.0,3.0,8,14,200,8,1125
234,DESCONOCIDO,100%,t,Private room in townhouse,"Amsterdam, Netherlands",f,f,t,1 shared bath,"['email', 'phone']",4.88,4.96,4.66,4.73,1.0,58,4,45,2,5
235,DESCONOCIDO,DESCONOCIDO,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 shared bath,"['email', 'phone']",4.87,4.95,4.74,4.54,1.0,77,155,99,3,90
236,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.83,4.75,4.75,4.5,2.0,12,0,85,5,14
237,within a few hours,85%,t,Private room in condo,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1.5 baths,"['email', 'phone']",4.6,4.77,4.4,4.41,1.0,341,135,69,28,360
238,within an hour,69%,t,Boat,"Amsterdam, Netherlands",f,f,t,3 baths,"['email', 'phone', 'work_email']",4.6,4.9,4.77,4.57,3.0,31,136,500,3,1125
239,within a day,0%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.94,5.0,4.81,4.69,3.0,17,126,425,6,30
240,within a few hours,53%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,2 baths,"['email', 'phone']",4.46,4.95,4.95,4.71,4.0,43,184,550,2,25
241,within a few hours,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.69,4.91,4.96,4.7,2.0,59,22,130,2,1125
242,within an hour,100%,t,Boat,"Amsterdam, Netherlands",DESCONOCIDO,f,t,2 baths,"['email', 'phone', 'work_email']",4.75,4.92,4.83,4.59,3.0,53,216,495,2,1125
243,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.86,4.91,4.73,4.68,1.0,22,0,80,2,30
244,DESCONOCIDO,DESCONOCIDO,t,Boat,Netherlands,f,f,t,2.5 baths,"['email', 'phone']",4.62,4.89,4.51,4.54,22.0,123,236,1129,2,60
245,within a few hours,96%,t,Private room in home,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 private bath,"['email', 'phone']",4.68,4.8,4.63,4.59,4.0,474,246,133,2,1125
246,within a few hours,18%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.45,4.93,4.68,4.51,1.0,74,88,206,10,20
247,within an hour,100%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 private bath,"['email', 'phone']",4.96,4.97,4.8,4.84,1.0,655,155,101,2,10
248,within a day,67%,t,Private room in guest suite,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 bath,"['email', 'phone']",4.99,4.94,4.87,4.81,1.0,229,170,117,1,10
249,DESCONOCIDO,DESCONOCIDO,t,Shared room in home,"Nieuw Sloten, Netherlands",f,f,t,1.5 shared baths,"['email', 'phone']",4.97,4.81,4.44,4.63,3.0,38,0,50,3,3
250,within a few hours,86%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,2 baths,"['email', 'phone']",4.76,4.98,4.93,4.78,3.0,54,10,400,5,30
251,DESCONOCIDO,0%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 shared bath,"['email', 'phone']",4.92,4.76,4.62,4.63,1.0,40,142,60,2,5
252,a few days or more,0%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.8,4.9,4.8,4.6,1.0,0,132,120,10,30
253,within a day,35%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.92,4.91,4.72,4.66,2.0,75,67,250,4,90
254,DESCONOCIDO,DESCONOCIDO,t,Entire home,"Amsterdam, Netherlands",f,f,t,2 baths,"['email', 'phone']",4.8,5.0,4.8,5.0,2.0,5,0,100,5,1125
255,within a day,38%,t,Houseboat,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,3,356,400,2,1125
256,within an hour,100%,t,Entire rental unit,"Amsterdam, Netherlands",t,t,t,1.5 baths,"['email', 'phone']",4.97,4.96,4.97,4.84,2.0,270,173,464,1,365
257,within a day,60%,t,Entire home,"Amsterdam, Netherlands",f,f,t,3.5 baths,"['email', 'phone']",4.65,4.97,4.69,4.59,3.0,43,29,299,3,30
258,within an hour,96%,t,Entire rental unit,"Amsterdam, Netherlands",t,f,t,1 bath,"['email', 'phone']",4.96,4.95,4.97,4.79,3.0,374,82,300,4,250
259,within a day,14%,t,Entire home,"Amsterdam, Netherlands",f,f,t,3 baths,"['email', 'phone']",4.72,4.96,4.89,4.74,3.0,48,89,300,3,1125
260,within an hour,98%,t,Private room in houseboat,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 private bath,"['email', 'phone', 'work_email']",4.97,4.97,4.93,4.76,1.0,421,137,146,2,14
261,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.7,4.77,4.69,4.52,2.0,31,0,150,2,30
262,within an hour,99%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1.5 baths,"['email', 'phone']",4.93,4.96,4.9,4.86,2.0,239,219,180,2,1125
263,within an hour,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone', 'work_email']",4.89,4.95,4.68,4.84,1.0,20,4,135,5,30
264,DESCONOCIDO,0%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.96,4.85,4.35,4.65,2.0,27,0,180,5,1124
265,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.51,4.87,4.74,4.54,1.0,39,0,100,6,60
266,within a few hours,100%,t,Boat,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.59,4.96,4.88,4.51,3.0,76,7,269,3,30
267,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,['phone'],4.92,4.98,5.0,4.58,2.0,106,0,325,3,60
268,within an hour,100%,t,Private room in condo,"Amsterdam, Netherlands",DESCONOCIDO,t,t,1 shared bath,"['email', 'phone']",4.97,4.96,4.75,4.9,1.0,287,4,65,7,1125
269,a few days or more,12%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,['phone'],4.85,4.74,4.74,4.68,1.0,46,32,150,3,1125
270,within a day,67%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.8,4.91,4.86,4.45,1.0,46,18,300,4,1125
271,within a day,26%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.78,5.0,5.0,4.67,5.0,31,213,499,2,1125
272,within a few hours,93%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 private bath,"['email', 'phone']",4.95,4.89,4.67,4.65,2.0,330,224,93,2,1125
273,within an hour,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.41,4.84,4.41,4.39,1.0,136,3,169,28,90
274,within an hour,99%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 shared bath,"['email', 'phone']",4.76,4.74,4.74,4.39,1.0,480,30,99,1,4
275,DESCONOCIDO,DESCONOCIDO,t,Private room in loft,"Amsterdam, Netherlands",f,f,t,1 private bath,"['email', 'phone', 'work_email']",4.99,4.99,5.0,4.78,1.0,69,0,155,3,4
276,DESCONOCIDO,DESCONOCIDO,f,Houseboat,"Amsterdam, Netherlands",f,f,t,2 baths,"['email', 'phone']",4.53,4.95,4.81,4.46,2.0,38,0,250,2,100
277,within an hour,100%,t,Entire townhouse,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.88,5.0,4.94,4.84,3.0,32,0,299,3,14
278,within a day,35%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,2 baths,"['email', 'phone']",4.67,4.75,4.9,4.54,3.0,72,298,475,6,1125
279,within an hour,100%,t,Private room in condo,"Amsterdam, Netherlands",DESCONOCIDO,t,t,1 private bath,"['email', 'phone']",4.6,4.9,4.61,4.5,1.0,374,210,150,3,100
280,within an hour,100%,t,Private room in boat,"Amsterdam, Netherlands",DESCONOCIDO,t,t,1 private bath,"['email', 'phone', 'work_email']",4.78,4.88,4.68,4.62,2.0,99,210,139,1,1125
281,DESCONOCIDO,DESCONOCIDO,t,Entire home,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,4.67,4.67,2.0,3,0,115,2,1125
282,within a few hours,56%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.87,4.99,4.8,4.76,1.0,74,43,130,5,14
283,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.84,4.89,4.79,4.63,2.0,75,0,228,2,25
284,DESCONOCIDO,33%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,2 baths,"['email', 'phone']",4.94,4.94,4.94,4.78,1.0,33,7,280,30,30
285,within an hour,100%,t,Room in bed and breakfast,"Amsterdam, Netherlands",DESCONOCIDO,t,t,1.5 shared baths,"['email', 'phone']",4.49,4.8,4.15,4.48,1.0,325,99,94,2,60
286,within an hour,100%,t,Entire loft,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.8,4.96,4.98,4.82,3.0,56,7,497,3,1125
287,within a few hours,77%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.91,5.0,4.9,4.87,1.0,70,12,199,3,21
288,DESCONOCIDO,0%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,2 baths,"['email', 'phone']",4.82,4.94,4.67,4.73,3.0,36,57,400,4,21
289,within a few hours,83%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,['phone'],4.84,4.79,4.84,4.58,3.0,23,4,319,4,1125
290,DESCONOCIDO,DESCONOCIDO,t,Entire townhouse,"Amsterdam, Netherlands",f,f,t,2 baths,"['email', 'phone']",5.0,5.0,5.0,4.88,1.0,8,0,250,4,30
291,within an hour,41%,t,Entire rental unit,"Amsterdam, Netherlands",t,f,t,1 bath,"['email', 'phone']",4.93,5.0,4.87,4.68,1.0,87,0,156,2,14
292,within an hour,93%,t,Private room in bed and breakfast,"Amsterdam, Netherlands",t,f,t,1.5 shared baths,"['email', 'phone']",4.38,4.68,4.74,4.62,3.0,51,200,125,3,60
