,host_response_time,host_acceptance_rate,host_identity_verified,property_type,host_location,host_is_superhost,instant_bookable,host_has_profile_pic,bathrooms_text,host_verifications,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value,beds,number_of_reviews,availability_365,price,minimum_nights,maximum_nights
160,within a few hours,0%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.83,4.83,4.5,4.67,1.0,6,81,366,3,365
161,within a day,0%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1.5 baths,"['email', 'phone']",4.68,4.59,4.59,4.59,2.0,24,181,1362,4,365
162,within an hour,99%,t,Entire rental unit,"Federal District, Mexico",f,t,t,1 bath,"['email', 'phone']",4.7,4.94,4.61,4.73,2.0,34,332,594,3,1125
163,within a few hours,DESCONOCIDO,t,Entire home,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.17,4.67,4.42,4.42,4.0,12,332,549,21,365
164,within an hour,100%,t,Entire loft,"Federal District, Mexico",t,f,t,2 baths,"['email', 'phone']",4.89,4.99,4.9,4.94,2.0,91,11,1109,5,1125
165,within a day,91%,t,Private room in home,"Mexico City, Mexico",f,f,t,1.5 shared baths,"['email', 'phone']",4.5,5.0,5.0,5.0,1.0,2,0,220,15,1125
166,within an hour,100%,t,Private room in serviced apartment,"Mexico City, Mexico",t,f,t,1 private bath,"['email', 'phone']",4.99,4.97,4.96,4.98,1.0,200,179,750,1,60
167,within a few hours,81%,t,Entire condo,"Mexico City, Mexico",t,f,t,1.5 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,3.0,1,250,4938,3,30
168,within a few hours,81%,t,Entire condo,"Mexico City, Mexico",t,f,t,1.5 baths,"['email', 'phone']",5.0,4.0,3.0,4.0,2.0,1,238,3731,3,21
169,DESCONOCIDO,100%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone']",4.73,4.91,4.76,4.83,1.0,66,88,914,3,30
170,within a few hours,81%,t,Entire condo,"Mexico City, Mexico",t,f,t,2.5 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,4.0,4,251,5809,3,30
171,within an hour,100%,t,Entire rental unit,"Paris, France",t,t,t,1 bath,"['email', 'phone']",4.63,4.95,4.73,4.72,2.0,191,358,1362,2,365
172,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,1.5 baths,"['email', 'phone']",4.89,4.95,4.96,4.82,2.0,238,159,1232,2,364
173,within a day,91%,t,Private room in home,"Mexico City, Mexico",f,f,t,1.5 shared baths,"['email', 'phone']",4.94,5.0,5.0,4.75,1.0,16,0,246,28,1125
174,DESCONOCIDO,0%,f,Shared room in rental unit,"Mexico City, Mexico",f,f,t,1.5 shared baths,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,365,1815,1,1125
175,within a few hours,100%,t,Private room in guest suite,"Mexico City, Mexico",t,f,t,1 private bath,"['email', 'phone']",4.92,4.94,4.98,4.89,1.0,53,172,349,2,1125
176,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,1 bath,"['email', 'phone']",4.83,4.98,4.94,4.76,1.0,285,325,1989,3,1125
177,DESCONOCIDO,DESCONOCIDO,t,Private room in condo,"San Francisco, CA",f,f,t,1 shared bath,"['email', 'phone', 'work_email']",5.0,5.0,4.67,4.67,1.0,3,365,549,30,30
178,within an hour,93%,t,Entire rental unit,Mexico,f,f,t,1 bath,"['email', 'phone', 'work_email']",4.85,4.94,4.6,4.82,1.0,119,75,980,3,1000
179,within an hour,64%,t,Entire rental unit,Mexico,f,f,t,2 baths,"['email', 'phone']",4.92,4.94,4.96,4.88,3.0,54,350,800,1,1125
180,within an hour,98%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.89,4.97,4.9,4.84,1.0,316,153,1943,3,1125
181,within a day,0%,t,Entire home,Mexico,f,f,t,2.5 baths,"['email', 'phone']",4.91,5.0,5.0,4.95,2.0,22,332,5999,4,21
182,a few days or more,0%,f,Private room in rental unit,Mexico,f,f,t,1 bath,"['email', 'phone']",4.7,4.8,4.8,4.7,2.0,0,365,650,3,7
183,DESCONOCIDO,DESCONOCIDO,f,Private room in condo,"LeÃ³n, Mexico",f,f,t,1 shared bath,['phone'],4.7,4.8,4.8,4.7,1.0,0,364,1500,2,365
184,within a few hours,75%,t,Entire rental unit,"CancÃºn, Mexico",t,f,t,2.5 baths,"['email', 'phone']",4.84,4.94,4.83,4.72,3.0,97,337,9059,5,1125
185,DESCONOCIDO,0%,t,Private room in condo,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone', 'work_email']",5.0,4.0,5.0,3.0,1.0,1,193,508,5,180
186,within an hour,94%,t,Room in boutique hotel,"Mexico City, Mexico",t,f,t,1 private bath,"['email', 'phone', 'work_email']",5.0,4.96,4.92,4.92,1.0,25,365,2900,1,90
187,within an hour,98%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.91,4.99,4.94,4.87,2.0,304,137,1757,3,1125
188,within an hour,100%,t,Entire condo,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.92,5.0,4.78,4.92,1.0,37,134,788,3,1125
189,within an hour,99%,t,Entire condo,"Mexico City, Mexico",t,t,t,1 bath,"['email', 'phone']",4.94,4.79,4.91,4.85,1.0,34,149,1180,1,1125
190,DESCONOCIDO,0%,f,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,365,1171,1,1125
191,within an hour,100%,t,Entire home,"Mexico City, Mexico",f,t,t,3 baths,"['email', 'phone']",4.51,4.76,4.59,4.48,6.0,85,355,826,2,1125
192,within an hour,90%,t,Entire condo,"Mexico City, Mexico",t,f,t,2 baths,"['email', 'phone']",4.7,4.91,4.92,4.76,3.0,263,322,1000,6,180
193,within a day,20%,t,Entire condo,Mexico,f,f,t,1 bath,"['email', 'phone']",4.68,4.74,4.84,4.63,1.0,19,363,1280,3,1125
194,within an hour,90%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.54,4.86,4.73,4.61,2.0,146,364,1130,30,1125
195,DESCONOCIDO,DESCONOCIDO,t,Entire loft,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone', 'work_email']",4.93,4.94,4.98,4.82,1.0,297,312,1870,2,1125
196,within a day,86%,t,Private room in guest suite,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,24,292,1300,1,365
197,within an hour,100%,f,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone', 'work_email']",4.8,4.88,4.95,4.7,1.0,120,248,988,3,1125
198,within an hour,97%,t,Entire loft,"Mexico City, Mexico",t,t,t,1.5 baths,"['email', 'phone']",4.94,4.98,4.93,4.94,1.0,121,136,1997,3,180
199,within a day,86%,t,Private room in guest suite,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone']",5.0,4.91,4.98,4.87,1.0,56,328,1300,1,365
200,within an hour,89%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.96,4.97,4.87,4.91,1.0,83,174,775,3,360
201,within an hour,100%,t,Private room in rental unit,"Mexico City, Mexico",t,f,t,3 baths,"['email', 'phone']",4.8,5.0,5.0,4.96,1.0,25,262,500,2,1125
202,within a few hours,94%,t,Entire condo,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.84,4.95,4.75,4.78,1.0,37,51,869,5,1125
203,within an hour,94%,t,Private room in bed and breakfast,"Mexico City, Mexico",t,f,t,1 private bath,"['email', 'phone', 'work_email']",4.97,4.97,4.97,4.88,1.0,33,365,2200,1,90
204,within an hour,100%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone']",4.94,4.92,4.9,4.93,1.0,216,274,600,7,1125
205,within an hour,94%,t,Room in boutique hotel,"Mexico City, Mexico",t,f,t,1 private bath,"['email', 'phone', 'work_email']",4.95,4.91,4.95,4.84,1.0,44,355,1800,1,90
206,DESCONOCIDO,100%,f,Private room in home,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone']",5.0,5.0,4.6,4.8,1.0,6,363,1372,2,30
207,within an hour,100%,t,Entire condo,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",4.71,4.72,4.9,4.65,4.0,338,134,1000,2,59
208,within an hour,100%,t,Entire loft,"Mexico City, Mexico",f,f,t,2.5 baths,"['email', 'phone']",4.93,4.98,5.0,4.95,2.0,45,302,1499,2,1125
209,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,2 baths,"['email', 'phone']",4.84,5.0,4.94,4.79,5.0,98,80,3670,3,1125
210,within a few hours,92%,t,Entire condo,"Mexico City, Mexico",f,f,t,1 bath,['phone'],4.98,4.9,4.65,4.79,3.0,50,361,836,2,365
211,within a few hours,20%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.83,4.67,5.0,5.0,2.0,8,240,1180,30,365
212,DESCONOCIDO,100%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",4.9,4.98,4.88,4.85,3.0,94,362,1000,5,1125
213,within an hour,99%,t,Entire condo,"Mexico City, Mexico",t,t,t,2 baths,"['email', 'phone']",4.79,4.93,4.78,4.83,2.0,301,259,1955,2,90
214,within an hour,99%,t,Room in serviced apartment,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone']",5.0,5.0,5.0,4.75,3.0,4,74,908,2,1125
215,within an hour,99%,t,Entire serviced apartment,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.69,4.51,4.68,4.51,1.0,37,347,726,1,1125
216,within a day,DESCONOCIDO,t,Entire condo,"Mexico City, Mexico",f,f,t,3 baths,"['email', 'phone', 'work_email']",4.86,5.0,4.0,4.67,2.0,8,210,1190,2,90
217,within a few hours,97%,t,Entire home,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",5.0,4.0,4.0,5.0,2.0,1,364,872,7,1125
218,within an hour,90%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone']",4.93,5.0,5.0,4.87,1.0,15,302,960,10,1125
219,DESCONOCIDO,0%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,3,363,508,1,1125
220,DESCONOCIDO,DESCONOCIDO,f,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,365,3658,1,1125
221,within a day,0%,t,Entire rental unit,DESCONOCIDO,f,f,t,1.5 baths,['phone'],5.0,5.0,5.0,5.0,4.0,3,222,800,15,1125
222,DESCONOCIDO,100%,t,Entire serviced apartment,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.67,5.0,4.0,4.22,2.0,9,0,884,3,1125
223,within an hour,100%,t,Entire bungalow,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.77,4.63,4.92,4.71,2.0,92,316,793,3,1125
224,within an hour,93%,t,Entire rental unit,Mexico,f,f,t,1 bath,"['email', 'phone', 'work_email']",4.91,4.94,4.88,4.68,2.0,106,58,2212,20,1125
225,within a few hours,92%,t,Private room in rental unit,"Mexico City, Mexico",t,f,t,1 shared bath,"['email', 'phone']",4.8,5.0,5.0,5.0,1.0,15,132,578,2,15
226,within a day,44%,t,Private room in home,"Mexico City, Mexico",f,f,t,2 shared baths,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,1,365,11807,1,1125
227,within a few hours,50%,t,Entire rental unit,"London, United Kingdom",f,f,t,1.5 baths,"['email', 'phone', 'work_email']",5.0,5.0,5.0,5.0,1.0,1,58,1100,4,1125
228,DESCONOCIDO,0%,t,Entire rental unit,"Federal District, Mexico",f,f,t,1 bath,"['email', 'phone']",4.85,5.0,4.71,4.88,2.0,54,71,732,3,90
229,within a few hours,93%,t,Private room in home,"Mexico City, Mexico",t,f,t,1.5 shared baths,"['email', 'phone']",4.85,5.0,5.0,4.85,1.0,13,365,545,1,1125
230,within an hour,93%,t,Entire rental unit,"Brussels, Belgium",t,f,t,1 bath,"['email', 'phone']",4.86,4.95,4.95,4.86,2.0,21,313,1452,21,365
231,within an hour,47%,t,Private room in rental unit,"Mexico City, Mexico",t,f,t,1 shared bath,"['email', 'phone']",4.93,4.92,4.93,4.78,1.0,85,316,450,2,180
232,within an hour,47%,t,Private room in rental unit,"Mexico City, Mexico",t,f,t,1 shared bath,"['email', 'phone']",4.75,4.76,4.86,4.72,1.0,142,333,350,2,1125
233,within an hour,94%,f,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone', 'work_email']",4.7,4.61,4.96,4.61,1.0,89,356,1149,2,1125
234,within an hour,100%,t,Entire loft,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.78,4.74,4.92,4.7,2.0,239,160,1927,4,1125
235,within an hour,90%,t,Entire condo,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.84,4.94,4.95,4.86,1.0,171,50,908,4,120
236,within an hour,94%,f,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone', 'work_email']",4.78,4.59,4.85,4.54,1.0,43,334,1191,2,1125
237,a few days or more,DESCONOCIDO,f,Private room in home,"Federal District, Mexico",f,f,t,2 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,2.0,3,365,376,1,1125
238,within an hour,94%,f,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone', 'work_email']",4.91,4.68,4.88,4.53,1.0,34,365,1093,2,1125
239,within an hour,94%,f,Entire rental unit,"Mexico City, Mexico",f,t,t,2 baths,"['email', 'phone', 'work_email']",4.57,4.44,4.82,4.46,2.0,28,359,1278,2,1125
240,within an hour,94%,f,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone', 'work_email']",4.93,4.86,4.93,4.79,1.0,29,362,1093,2,1125
241,within an hour,94%,f,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone', 'work_email']",4.85,4.6,4.71,4.6,4.0,55,183,1581,2,1125
242,within an hour,94%,t,Room in boutique hotel,"Mexico City, Mexico",t,f,t,1 shared bath,"['email', 'phone', 'work_email']",4.88,4.85,4.88,4.8,1.0,41,365,1800,1,90
243,DESCONOCIDO,75%,t,Casa particular,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,4.5,3.0,4,358,732,28,1125
244,DESCONOCIDO,100%,t,Private room in home,"Mexico City, Mexico",f,t,t,1 private bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,2,346,549,3,1125
245,within an hour,100%,t,Entire guest suite,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.8,4.95,4.95,4.7,1.0,252,365,545,1,1125
246,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,1.5 baths,"['email', 'phone']",4.98,5.0,4.92,4.86,1.0,150,315,1258,2,1125
247,within an hour,100%,t,Entire rental unit,"Federal District, Mexico",f,f,t,1 bath,"['email', 'phone']",4.94,4.97,4.91,4.79,1.0,34,256,750,7,1125
248,within a day,40%,t,Entire serviced apartment,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",1.0,1.0,1.0,1.0,2.0,1,87,1705,2,365
249,within a few hours,67%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,2 shared baths,"['email', 'phone']",4.27,4.96,4.96,4.84,1.0,27,365,700,1,1125
250,within an hour,100%,t,Entire loft,"Mexico City, Mexico",t,t,t,1 bath,"['email', 'phone', 'work_email']",4.93,4.98,4.97,4.87,2.0,589,84,1866,1,1125
251,within a day,DESCONOCIDO,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone', 'work_email']",5.0,5.0,4.0,5.0,1.0,1,180,880,3,30
252,DESCONOCIDO,0%,t,Private room in home,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone', 'work_email']",4.7,4.8,4.8,4.7,1.0,0,173,2952,2,8
253,DESCONOCIDO,0%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",4.74,5.0,4.7,4.96,2.0,23,0,817,5,365
254,within an hour,50%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",4.86,4.98,4.96,4.86,2.0,57,272,1829,4,45
255,within a day,13%,t,Entire rental unit,"Federal District, Mexico",f,f,t,1 bath,"['email', 'phone']",4.69,4.91,4.87,4.6,3.0,106,88,1372,2,90
256,within a few hours,100%,t,Entire loft,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.84,4.83,4.85,4.85,2.0,88,123,635,3,1125
257,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.9,4.99,4.99,4.93,2.0,341,255,1826,4,90
258,within an hour,94%,f,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone', 'work_email']",4.98,4.73,4.83,4.78,1.0,41,337,1072,2,1125
259,within an hour,92%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1.5 baths,"['email', 'phone']",4.87,4.88,4.89,4.75,1.0,124,343,714,21,1125
260,within a few hours,93%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone', 'work_email']",4.84,4.88,4.99,4.71,2.0,244,54,1374,2,1125
261,DESCONOCIDO,DESCONOCIDO,t,Private room in home,"Mexico City, Mexico",f,f,t,2.5 baths,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,365,287,30,365
262,within an hour,100%,t,Private room in home,"Mexico City, Mexico",t,f,t,2 baths,"['email', 'phone']",4.94,5.0,4.76,4.94,5.0,50,221,830,2,365
263,within an hour,100%,t,Entire condo,"Mexico City, Mexico",t,f,t,2 baths,"['email', 'phone']",4.94,4.99,4.96,4.93,3.0,170,237,1850,3,1125
264,within an hour,100%,t,Entire condo,"Federal District, Mexico",t,f,t,1 bath,"['email', 'phone']",4.96,5.0,4.86,4.89,1.0,28,57,800,4,1125
265,within a day,DESCONOCIDO,f,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,['phone'],4.89,5.0,5.0,4.91,3.0,45,352,1097,2,1125
266,within an hour,88%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.92,4.99,4.91,4.89,1.0,75,26,799,4,1125
267,within an hour,100%,t,Entire condo,"Mexico City, Mexico",t,f,t,2 baths,"['email', 'phone', 'work_email']",4.87,4.82,4.96,4.86,2.0,45,203,1388,2,30
268,within a day,DESCONOCIDO,f,Entire loft,"Mexico City, Mexico",f,f,t,1 bath,['phone'],5.0,5.0,5.0,4.92,2.0,13,326,1434,2,1125
269,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,Mexico,f,f,t,2.5 baths,"['email', 'phone']",4.7,4.8,4.8,4.7,3.0,0,0,2165,7,1125
270,within a day,0%,t,Entire rental unit,"Federal District, Mexico",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,4.95,4.95,2.0,21,364,2542,3,30
271,within a few hours,0%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",4.83,5.0,4.99,4.83,2.0,103,354,2887,1,360
272,within an hour,94%,f,Entire loft,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone', 'work_email']",4.97,4.79,4.95,4.9,1.0,39,362,782,2,1125
273,within an hour,100%,t,Entire condo,"Mexico City, Mexico",t,f,t,2.5 baths,"['email', 'phone']",4.98,4.96,4.94,4.86,6.0,161,79,3034,5,1125
274,within a few hours,60%,t,Private room in guesthouse,"Mexico City, Mexico",f,f,t,1 shared bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,1,57,600,2,1125
275,within an hour,100%,t,Entire home,"Mexico City, Mexico",t,t,t,1 bath,"['email', 'phone']",4.91,4.92,4.88,4.87,1.0,308,258,990,1,1125
276,DESCONOCIDO,75%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 shared bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,362,450,15,90
277,within a day,DESCONOCIDO,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",4.5,5.0,4.92,4.67,2.0,15,267,1500,89,180
278,within a day,43%,t,Private room in home,"London, United Kingdom",f,f,t,1.5 baths,"['email', 'phone']",4.67,4.17,3.83,4.67,1.0,6,145,428,6,1125
279,DESCONOCIDO,83%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 shared bath,"['email', 'phone']",4.68,4.92,4.92,4.79,1.0,26,180,545,3,1125
280,within an hour,92%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,2 baths,"['email', 'phone']",4.8,4.97,4.93,4.72,3.0,111,362,3128,1,1125
281,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone', 'work_email']",5.0,5.0,4.75,4.88,1.0,8,315,782,3,1125
282,within a day,20%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 shared bath,"['email', 'phone']",4.76,4.82,4.94,4.94,1.0,17,272,424,1,1125
283,a few days or more,86%,t,Private room in home,"Nuremberg, Germany",t,f,t,1.5 baths,"['email', 'phone']",4.93,4.96,4.99,4.93,1.0,77,274,1000,1,1125
284,within a few hours,100%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,2 baths,"['email', 'phone']",4.88,4.97,4.93,4.79,3.0,141,56,3800,14,180
285,within an hour,94%,f,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone', 'work_email']",4.91,4.68,4.94,4.73,1.0,104,354,956,2,1125
286,within an hour,99%,t,Entire serviced apartment,"Federal District, Mexico",f,f,t,1 bath,"['email', 'phone']",4.81,4.95,4.7,4.84,5.0,58,175,1006,3,1125
287,within a few hours,96%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone', 'work_email']",4.7,4.85,4.54,4.75,4.0,71,2,1055,13,120
288,within an hour,100%,t,Entire loft,Mexico,t,t,t,1 bath,"['email', 'phone', 'work_email']",4.96,4.8,4.92,4.91,1.0,260,297,1543,1,1125
289,within a few hours,100%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone', 'work_email']",4.95,4.91,4.95,5.0,1.0,23,363,1100,3,30
290,within an hour,100%,t,Entire condo,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.63,4.76,4.98,4.76,1.0,384,269,1199,2,1125
291,within an hour,100%,t,Entire rental unit,"Federal District, Mexico",t,f,t,1 bath,"['email', 'phone']",4.95,4.99,4.89,4.91,1.0,224,343,1618,7,120
292,DESCONOCIDO,0%,f,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 shared bath,"['email', 'phone', 'work_email']",4.7,4.8,4.8,4.7,1.0,0,365,454,1,90
293,within an hour,90%,t,Entire condo,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.79,4.89,4.91,4.81,1.0,214,77,805,4,99
294,DESCONOCIDO,DESCONOCIDO,f,Private room in home,"Federal District, Mexico",f,t,t,1 shared bath,"['email', 'phone', 'work_email']",4.7,4.8,4.8,4.7,1.0,0,364,4140,1,365
295,within an hour,77%,t,Private room in home,"Mexico City, Mexico",f,t,t,1 private bath,"['email', 'phone', 'work_email']",4.79,4.88,4.97,4.71,1.0,164,335,3071,1,1125
296,within a day,0%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone']",4.85,4.97,4.98,4.95,1.0,111,214,563,1,1125
297,DESCONOCIDO,50%,f,Private room in rental unit,"Federal District, Mexico",f,f,t,3 shared baths,"['email', 'phone']",4.5,4.5,4.75,4.75,1.0,4,365,690,2,1125
298,within an hour,98%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 shared bath,"['email', 'phone', 'work_email']",4.55,4.91,4.91,4.71,1.0,346,49,358,1,1125
299,within an hour,100%,t,Entire condo,"Mexico City, Mexico",t,t,t,1 bath,"['email', 'phone']",4.98,5.0,4.84,4.93,4.0,138,256,1829,7,1125
300,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.3,4.94,4.9,4.51,1.0,81,363,447,3,365
301,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,1 bath,"['email', 'phone']",4.87,4.88,4.92,4.83,2.0,317,308,1034,2,1125
302,within an hour,100%,t,Entire condo,"Federal District, Mexico",f,f,t,1 bath,"['email', 'phone']",4.88,4.92,4.96,4.83,1.0,105,79,896,7,1125
303,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.82,4.94,4.82,4.76,2.0,33,344,1271,3,1125
304,within an hour,92%,f,Entire rental unit,"Casper, WY",f,f,t,1 bath,"['email', 'phone']",4.54,4.86,4.61,4.68,3.0,86,365,672,3,1125
